Equipe;Nom;Poste;Type poste;Date de naissance;Taille (en cm);Poids (en kg);ID_equipe;Equipe;Compo
Toulouse;Pita AHKI;Centre;Trois-Quarts;24/09/1992;189;97;14;;TRUE
Toulouse;Théo BELAN;Centre;Trois-Quarts;15/11/1992;187;94;14;;FALSE
Toulouse;Arthur BONNEVAL;Ailier;Trois-Quarts;31/05/1995;181;82;14;;FALSE
Toulouse;Cheslin KOLBE;Ailier;Trois-Quarts;28/10/1993;171;80;14;;TRUE
Toulouse;Lucas TAUZIN;Ailier;Trois-Quarts;21/05/1998;187;98;14;;FALSE
Toulouse;Sofiane GUITOUNE;Ailier;Trois-Quarts;27/03/1989;186;96;14;;FALSE
Toulouse;Werner KOK;Ailier;Trois-Quarts;27/01/1993;177;78;14;;FALSE
Toulouse;Yoann HUGET;Ailier;Trois-Quarts;02/06/1987;190;97;14;;TRUE
Toulouse;Matthis LEBEL;Arrière;Arrière;25/03/1999;185;91;14;;FALSE
Toulouse;Maxime MÉDARD;Arrière;Arrière;16/11/1986;180;85;14;;FALSE
Toulouse;Thomas RAMOS;Arrière;Arrière;23/07/1995;178;86;14;;TRUE
